scenario,rep,n_rff,pi_clip,method,estimand,true_value,posterior_mean,bias,abs_error,squared_error,ci_lower,ci_upper,ci_width,covered,posterior_sd
weak_heterogeneous,98,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.9497767633964047,-0.05022323660359529,0.05022323660359529,0.0025223734949407135,0.6229636836317733,1.2738740217748448,0.6509103381430714,1.0,0.1670687235200413
weak_heterogeneous,99,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.8270614584997488,-0.17293854150025123,0.17293854150025123,0.029907739136234117,0.5063954107265483,1.1659674022914224,0.6595719915648741,1.0,0.16639223201504721
weak_heterogeneous,100,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.7794974250952723,-0.2205025749047277,0.2205025749047277,0.04862138553961504,0.44769796770348597,1.0941985499984153,0.6465005822949292,1.0,0.1647280146833009
weak_heterogeneous,101,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.9924424594878597,-0.007557540512140304,0.007557540512140304,5.7116418592641926e-05,0.6806404048630998,1.2991370564373834,0.6184966515742836,1.0,0.15649580891154688
weak_heterogeneous,102,200,0.02,rff_full_gaussian,population_ate_bb,1.0,1.1794561602197964,0.17945616021979638,0.17945616021979638,0.03220451344083323,0.8935492882520026,1.459424864449004,0.5658755761970014,1.0,0.1470481779489756
weak_heterogeneous,103,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.7783843646480681,-0.22161563535193185,0.22161563535193185,0.049113489832440425,0.47491847258637443,1.0865090775465365,0.611590604960162,1.0,0.1567791692100373
weak_heterogeneous,104,200,0.02,rff_full_gaussian,population_ate_bb,1.0,1.0215833449106246,0.021583344910624636,0.021583344910624636,0.00046584077753098634,0.7317540243472966,1.3547126421529792,0.6229586178056825,1.0,0.15636282259869466
weak_heterogeneous,105,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.8072676773073394,-0.1927323226926606,0.1927323226926606,0.03714574821050786,0.47637330367372727,1.1521169123450588,0.6757436086713315,1.0,0.17240064596791677
weak_heterogeneous,106,200,0.02,rff_full_gaussian,population_ate_bb,1.0,1.2454940517907997,0.24549405179079975,0.24549405179079975,0.06026732946466387,0.9181019356313115,1.5478141374609415,0.6297122018296301,1.0,0.16157027529946416
weak_heterogeneous,107,200,0.02,rff_full_gaussian,population_ate_bb,1.0,1.2030974330567834,0.2030974330567834,0.2030974330567834,0.041248567314254615,0.8812865044603754,1.5266710316366159,0.6453845271762405,1.0,0.1658675700577239
