run_name,run_dir,n,reps,draws,nominal_coverage,pi_model,pi_clip,n_inducing,estimand,kind,variant,target,method,reference_method,n_reps_complete,mean_predictive_mean_standardized_rmse,q95_predictive_mean_standardized_rmse,mean_predictive_cov_relative_frobenius,q95_predictive_cov_relative_frobenius,mean_standardized_mean_abs_diff,q95_standardized_mean_abs_diff,mean_sd_ratio,mean_abs_sd_ratio_error,q95_abs_sd_ratio_error,mean_ci_width_ratio,mean_abs_ci_width_ratio_error,q95_abs_ci_width_ratio_error,bias,absolute_bias,standardized_abs_bias,coverage,coverage_error,mean_ci_width,mean_posterior_sd,empirical_sd_posterior_mean,empirical_to_posterior_sd_ratio,abs_empirical_to_posterior_sd_ratio_error,pass_gp_mean,pass_gp_cov,pass_gp_q95_mean,pass_gp_q95_cov,pass_mean,pass_sd,pass_width,pass_coverage,pass_cal_sd,pass_bias,passes_threshold
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,200,sample_ate,corrected_eq,corrected,exact_gp_posterior,svgp_onestep_logistic_pi,exact_gp_onestep_logistic_pi,1000,,,,,0.04044710989563942,0.09587602492290807,1.0288894010640528,0.03153218705185068,0.06821237415379064,1.0291276956080329,0.03594399869598415,0.08488462536110719,,,,,,,,,,,False,False,False,False,True,True,True,False,False,False,True
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,240,sample_ate,corrected_eq,corrected,exact_gp_posterior,svgp_onestep_logistic_pi,exact_gp_onestep_logistic_pi,1000,,,,,0.03444972102691087,0.08012082571757755,1.0197785499255088,0.02508154421790077,0.05849512583384484,1.0206321819741964,0.030982454112353473,0.07450734743778134,,,,,,,,,,,False,False,False,False,True,True,True,False,False,False,True
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,280,sample_ate,corrected_eq,corrected,exact_gp_posterior,svgp_onestep_logistic_pi,exact_gp_onestep_logistic_pi,1000,,,,,0.03027562919938882,0.07137489805026108,1.0148834830898754,0.021443705995275612,0.05115913141580404,1.0147808200643778,0.027513814188759242,0.06880798540024435,,,,,,,,,,,False,False,False,False,True,True,True,False,False,False,True
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,320,sample_ate,corrected_eq,corrected,exact_gp_posterior,svgp_onestep_logistic_pi,exact_gp_onestep_logistic_pi,1000,,,,,0.028126556311886857,0.06854773001637099,1.0122766646329404,0.02140966949119442,0.0507235405544618,1.0125157619490734,0.027676592012782265,0.06849649141145785,,,,,,,,,,,False,False,False,False,True,True,True,False,False,False,True
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,400,sample_ate,corrected_eq,corrected,exact_gp_posterior,svgp_onestep_logistic_pi,exact_gp_onestep_logistic_pi,1000,,,,,0.023231595553243518,0.05657881193924021,1.0067353834288877,0.019238893711060547,0.04731462989435241,1.0062540234722424,0.025648250683799313,0.06348033214906382,,,,,,,,,,,False,False,False,False,True,True,True,False,False,False,True
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,480,sample_ate,corrected_eq,corrected,exact_gp_posterior,svgp_onestep_logistic_pi,exact_gp_onestep_logistic_pi,1000,,,,,0.022353410165267644,0.05590089646004006,1.0048448047176033,0.01775300915419075,0.043737490237411455,1.0060180423589364,0.025478737748133633,0.06267108580639709,,,,,,,,,,,False,False,False,False,True,True,True,False,False,False,True
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,80,sample_ate,raw_cal,raw,true_ate_over_ihdp_realizations,svgp,true_value,1000,,,,,,,,,,,,,-0.09529435532878218,0.09529435532878218,0.17566513343231133,1.0,0.050000000000000044,2.120141129348937,0.5424773457705069,1.2659711880180802,2.3336848955783767,1.3336848955783767,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,120,sample_ate,raw_cal,raw,true_ate_over_ihdp_realizations,svgp,true_value,1000,,,,,,,,,,,,,-0.09484734334011745,0.09484734334011745,0.2116751516718033,0.995,0.04500000000000004,1.7513865994607813,0.44807972306156996,1.2735654631146271,2.8422742596179216,1.8422742596179216,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,160,sample_ate,raw_cal,raw,true_ate_over_ihdp_realizations,svgp,true_value,1000,,,,,,,,,,,,,-0.090896070615029,0.090896070615029,0.2148653215707291,0.994,0.04400000000000004,1.6554022271749531,0.42303741688305874,1.278423868466168,3.022011333856943,2.022011333856943,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,200,sample_ate,raw_cal,raw,true_ate_over_ihdp_realizations,svgp,true_value,1000,,,,,,,,,,,,,-0.08867974262013179,0.08867974262013179,0.2158800919347359,0.989,0.039000000000000035,1.607353603686076,0.4107824015886612,1.2820256182164542,3.1209360801688293,2.1209360801688293,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,240,sample_ate,raw_cal,raw,true_ate_over_ihdp_realizations,svgp,true_value,1000,,,,,,,,,,,,,-0.08696256824757913,0.08696256824757913,0.21531072780834867,0.988,0.038000000000000034,1.5768418686793606,0.40389333654097265,1.2824487527108643,3.1752164165272565,2.1752164165272565,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,280,sample_ate,raw_cal,raw,true_ate_over_ihdp_realizations,svgp,true_value,1000,,,,,,,,,,,,,-0.08440484619635191,0.08440484619635191,0.20999599524125023,0.989,0.039000000000000035,1.571929336649363,0.4019355040527553,1.2842777024339047,3.1952332886356296,2.1952332886356296,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,320,sample_ate,raw_cal,raw,true_ate_over_ihdp_realizations,svgp,true_value,1000,,,,,,,,,,,,,-0.08360358480102954,0.08360358480102954,0.20867077207561865,0.988,0.038000000000000034,1.5663649957124148,0.4006482746454451,1.2857540900265985,3.209184143284856,2.209184143284856,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,400,sample_ate,raw_cal,raw,true_ate_over_ihdp_realizations,svgp,true_value,1000,,,,,,,,,,,,,-0.0845175479057102,0.0845175479057102,0.2113738211912364,0.987,0.03700000000000003,1.5644431117299464,0.399848701364227,1.284200765460759,3.2117167345529656,2.2117167345529656,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,480,sample_ate,raw_cal,raw,true_ate_over_ihdp_realizations,svgp,true_value,1000,,,,,,,,,,,,,-0.08424815355639835,0.08424815355639835,0.21102115187725995,0.99,0.040000000000000036,1.5618219628911965,0.399240326417141,1.2850116809753436,3.2186419956803562,2.2186419956803562,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,80,sample_ate,corrected_cal,corrected,true_ate_over_ihdp_realizations,svgp_onestep_logistic_pi,true_value,1000,,,,,,,,,,,,,-0.06324108823243864,0.06324108823243864,0.19221612162734789,0.992,0.04200000000000004,1.2912528594886192,0.3290103228440174,1.2849197180495289,3.9054085201414934,2.9054085201414934,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,120,sample_ate,corrected_cal,corrected,true_ate_over_ihdp_realizations,svgp_onestep_logistic_pi,true_value,1000,,,,,,,,,,,,,-0.06656001416867761,0.06656001416867761,0.2142422841519026,0.988,0.038000000000000034,1.2196944902044833,0.3106763654624083,1.2898153681950646,4.151636595449781,3.151636595449781,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,160,sample_ate,corrected_cal,corrected,true_ate_over_ihdp_realizations,svgp_onestep_logistic_pi,true_value,1000,,,,,,,,,,,,,-0.06510244394469447,0.06510244394469447,0.21462505937695006,0.985,0.03500000000000003,1.1893075354480265,0.30333104686696355,1.2932527792408175,4.263502838230796,3.263502838230796,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,200,sample_ate,corrected_cal,corrected,true_ate_over_ihdp_realizations,svgp_onestep_logistic_pi,true_value,1000,,,,,,,,,,,,,-0.06449633134608762,0.06449633134608762,0.21554947100741417,0.987,0.03700000000000003,1.1736081566245242,0.29921823071358483,1.2974008130681742,4.335968466807964,3.335968466807964,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,240,sample_ate,corrected_cal,corrected,true_ate_over_ihdp_realizations,svgp_onestep_logistic_pi,true_value,1000,,,,,,,,,,,,,-0.06339156971088325,0.06339156971088325,0.21385550837093495,0.984,0.03400000000000003,1.1623050426434502,0.29642243117221845,1.2960560156492533,4.372327730138134,3.3723277301381342,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,280,sample_ate,corrected_cal,corrected,true_ate_over_ihdp_realizations,svgp_onestep_logistic_pi,true_value,1000,,,,,,,,,,,,,-0.06171681052409479,0.06171681052409479,0.20910703157361013,0.987,0.03700000000000003,1.1574439367603027,0.29514459681079236,1.297499608693646,4.396148947715384,3.3961489477153837,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,320,sample_ate,corrected_cal,corrected,true_ate_over_ihdp_realizations,svgp_onestep_logistic_pi,true_value,1000,,,,,,,,,,,,,-0.0620398138434613,0.0620398138434613,0.21092960305969924,0.984,0.03400000000000003,1.1542065591468944,0.2941256843208595,1.297313970184221,4.410746967507233,3.410746967507233,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,400,sample_ate,corrected_cal,corrected,true_ate_over_ihdp_realizations,svgp_onestep_logistic_pi,true_value,1000,,,,,,,,,,,,,-0.06245321634222225,0.06245321634222225,0.2133191746915044,0.987,0.03700000000000003,1.147819838322698,0.2927688822748361,1.296259604598882,4.427586683826669,3.427586683826669,False,False,False,False,False,False,False,False,False,True,False
ihdp_svgp_fixed_l10_la055_j1e8_r1000,<source-workspace>/outputs/module5_ihdp_svgp/ihdp_svgp_fixed_l10_la055_j1e8_r1000,672,1000,2000,0.95,logistic,0.02,480,sample_ate,corrected_cal,corrected,true_ate_over_ihdp_realizations,svgp_onestep_logistic_pi,true_value,1000,,,,,,,,,,,,,-0.06175747297221656,0.06175747297221656,0.2114090352803181,0.985,0.03500000000000003,1.1464781097092869,0.29212314833341513,1.2968266507913533,4.439314919717415,3.4393149197174147,False,False,False,False,False,False,False,False,False,True,False
